particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Span margin blocked for NSE F&O,2020-11-03,NSE-F&O - Z,Delivery Voucher,906873.450000,0.000000,-638952.327955
Exposure margin blocked for NSE F&O,2020-11-03,NSE-F&O - Z,Delivery Voucher,183544.990000,0.000000,-822497.317955
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 30910524070,2020-11-04,NSE-EQ - Z,Bank Receipts,0.000000,150000.000000,-672497.317955
Span margin reversed for NSE F&O,2020-11-04,NSE-F&O - Z,Delivery Voucher,0.000000,906873.450000,234376.132045
Exposure margin reversed for NSE F&O,2020-11-04,NSE-F&O - Z,Delivery Voucher,0.000000,183544.990000,417921.122045
Net obligation for NSE Equity F&O,2020-11-04,NSE-F&O - Z,Book Voucher,17937.880805,0.000000,399983.241240
Span margin blocked for NSE F&O,2020-11-04,NSE-F&O - Z,Delivery Voucher,575531.500000,0.000000,-175548.258760
Exposure margin blocked for NSE F&O,2020-11-04,NSE-F&O - Z,Delivery Voucher,131990.050000,0.000000,-307538.308760
Net settlement  for  NSE-Equity with settlement number: 2020213,2020-11-04,NSE-EQ - Z,Book Voucher,203490.908068,0.000000,-511029.216828
Span margin reversed for NSE F&O,2020-11-05,NSE-F&O - Z,Delivery Voucher,0.000000,575531.500000,64502.283172
Exposure margin reversed for NSE F&O,2020-11-05,NSE-F&O - Z,Delivery Voucher,0.000000,131990.050000,196492.333172
Net obligation for NSE Equity F&O,2020-11-05,NSE-F&O - Z,Book Voucher,0.000000,31159.988200,227652.321372
Span margin blocked for NSE F&O,2020-11-05,NSE-F&O - Z,Delivery Voucher,570756.000000,0.000000,-343103.678628
Exposure margin blocked for NSE F&O,2020-11-05,NSE-F&O - Z,Delivery Voucher,118315.930000,0.000000,-461419.608628
Payout of 150000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-11-05,2020-11-05,NSE-EQ - Z,Bank Payments,150000.000000,0.000000,-611419.608628
Span margin reversed for NSE F&O,2020-11-06,NSE-F&O - Z,Delivery Voucher,0.000000,570756.000000,-40663.608628
Exposure margin reversed for NSE F&O,2020-11-06,NSE-F&O - Z,Delivery Voucher,0.000000,118315.930000,77652.321372
Net obligation for NSE Equity F&O,2020-11-06,NSE-F&O - Z,Book Voucher,3800.000000,0.000000,73852.321372
Span margin blocked for NSE F&O,2020-11-06,NSE-F&O - Z,Delivery Voucher,575770.000000,0.000000,-501917.678628
Exposure margin blocked for NSE F&O,2020-11-06,NSE-F&O - Z,Delivery Voucher,118335.350000,0.000000,-620253.028628
Span margin reversed for NSE F&O,2020-11-09,NSE-F&O - Z,Delivery Voucher,0.000000,575770.000000,-44483.028628
Exposure margin reversed for NSE F&O,2020-11-09,NSE-F&O - Z,Delivery Voucher,0.000000,118335.350000,73852.321372
Net obligation for NSE Equity F&O,2020-11-09,NSE-F&O - Z,Book Voucher,0.000000,3420.000000,77272.321372
Span margin blocked for NSE F&O,2020-11-09,NSE-F&O - Z,Delivery Voucher,603975.000000,0.000000,-526702.678628
Exposure margin blocked for NSE F&O,2020-11-09,NSE-F&O - Z,Delivery Voucher,119540.750000,0.000000,-646243.428628
Payout of 30000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-11-09,2020-11-09,NSE-EQ - Z,Bank Payments,30000.000000,0.000000,-676243.428628
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 31510582118,2020-11-10,NSE-EQ - Z,Bank Receipts,0.000000,60000.000000,-616243.428628
Net settlement  for  NSE-Equity with settlement number: 2020217,2020-11-10,NSE-EQ - Z,Book Voucher,102029.975513,0.000000,-718273.404141
Span margin reversed for NSE F&O,2020-11-10,NSE-F&O - Z,Delivery Voucher,0.000000,603975.000000,-114298.404141
Exposure margin reversed for NSE F&O,2020-11-10,NSE-F&O - Z,Delivery Voucher,0.000000,119540.750000,5242.345859
Net obligation for NSE Equity F&O,2020-11-10,NSE-F&O - Z,Book Voucher,0.000000,18240.000000,23482.345859
Span margin blocked for NSE F&O,2020-11-10,NSE-F&O - Z,Delivery Voucher,667645.000000,0.000000,-644162.654141
Exposure margin blocked for NSE F&O,2020-11-10,NSE-F&O - Z,Delivery Voucher,122580.850000,0.000000,-766743.504141
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 31609755849,2020-11-11,NSE-EQ - Z,Bank Receipts,0.000000,50000.000000,-716743.504141
Charges for sale of NTPC on 2020-11-11,2020-11-11,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-716759.434141
Net settlement  for  NSE-Equity with settlement number: 2020218,2020-11-11,NSE-EQ - Z,Book Voucher,0.000000,371614.633391,-345144.800750
Span margin reversed for NSE F&O,2020-11-11,NSE-F&O - Z,Delivery Voucher,0.000000,667645.000000,322500.199250
Exposure margin reversed for NSE F&O,2020-11-11,NSE-F&O - Z,Delivery Voucher,0.000000,122580.850000,445081.049250
Net obligation for NSE Equity F&O,2020-11-11,NSE-F&O - Z,Book Voucher,0.000000,1520.000000,446601.049250
Span margin blocked for NSE F&O,2020-11-11,NSE-F&O - Z,Delivery Voucher,699341.000000,0.000000,-252739.950750
Exposure margin blocked for NSE F&O,2020-11-11,NSE-F&O - Z,Delivery Voucher,130581.330000,0.000000,-383321.280750
Net settlement  for  NSE-Equity with settlement number: 2020219,2020-11-12,NSE-EQ - Z,Book Voucher,38561.509857,0.000000,-421882.790607
Span margin reversed for NSE F&O,2020-11-12,NSE-F&O - Z,Delivery Voucher,0.000000,699341.000000,277458.209393
Exposure margin reversed for NSE F&O,2020-11-12,NSE-F&O - Z,Delivery Voucher,0.000000,130581.330000,408039.539393
Net obligation for NSE Equity F&O,2020-11-12,NSE-F&O - Z,Book Voucher,9880.000000,0.000000,398159.539393
Span margin blocked for NSE F&O,2020-11-12,NSE-F&O - Z,Delivery Voucher,668060.000000,0.000000,-269900.460607
Exposure margin blocked for NSE F&O,2020-11-12,NSE-F&O - Z,Delivery Voucher,128718.980000,0.000000,-398619.440607
Span margin reversed for NSE F&O,2020-11-13,NSE-F&O - Z,Delivery Voucher,0.000000,668060.000000,269440.559393
Exposure margin reversed for NSE F&O,2020-11-13,NSE-F&O - Z,Delivery Voucher,0.000000,128718.980000,398159.539393
Net obligation for NSE Equity F&O,2020-11-13,NSE-F&O - Z,Book Voucher,0.000000,18240.000000,416399.539393
Span margin blocked for NSE F&O,2020-11-13,NSE-F&O - Z,Delivery Voucher,702502.000000,0.000000,-286102.460607
Exposure margin blocked for NSE F&O,2020-11-13,NSE-F&O - Z,Delivery Voucher,137026.230000,0.000000,-423128.690607
Span margin reversed for NSE F&O,2020-11-14,NSE-F&O - Z,Delivery Voucher,0.000000,702502.000000,279373.309393
Exposure margin reversed for NSE F&O,2020-11-14,NSE-F&O - Z,Delivery Voucher,0.000000,137026.230000,416399.539393
Net obligation for NSE Equity F&O,2020-11-14,NSE-F&O - Z,Book Voucher,1520.000000,0.000000,414879.539393
Span margin blocked for NSE F&O,2020-11-14,NSE-F&O - Z,Delivery Voucher,697784.000000,0.000000,-282904.460607
Exposure margin blocked for NSE F&O,2020-11-14,NSE-F&O - Z,Delivery Voucher,136818.500000,0.000000,-419722.960607
Payout of 300000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-11-14,2020-11-14,NSE-EQ - Z,Bank Payments,300000.000000,0.000000,-719722.960607
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 32210758873,2020-11-17,NSE-EQ - Z,Bank Receipts,0.000000,200000.000000,-519722.960607
Net settlement  for  NSE-Equity with settlement number: 2020222,2020-11-17,NSE-EQ - Z,Book Voucher,265711.901026,0.000000,-785434.861633
Charges for sale of SBIN on 2020-11-17,2020-11-17,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-785450.791633
Span margin reversed for NSE F&O,2020-11-17,NSE-F&O - Z,Delivery Voucher,0.000000,697784.000000,-87666.791633
Exposure margin reversed for NSE F&O,2020-11-17,NSE-F&O - Z,Delivery Voucher,0.000000,136818.500000,49151.708367
Net obligation for NSE Equity F&O,2020-11-17,NSE-F&O - Z,Book Voucher,17541.246981,0.000000,31610.461386
Span margin blocked for NSE F&O,2020-11-17,NSE-F&O - Z,Delivery Voucher,612797.000000,0.000000,-581186.538614
Exposure margin blocked for NSE F&O,2020-11-17,NSE-F&O - Z,Delivery Voucher,120409.450000,0.000000,-701595.988614
Being pledge charges for SGBSEP28VI,2020-11-17,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-701631.388614
Span margin reversed for NSE F&O,2020-11-18,NSE-F&O - Z,Delivery Voucher,0.000000,612797.000000,-88834.388614
Exposure margin reversed for NSE F&O,2020-11-18,NSE-F&O - Z,Delivery Voucher,0.000000,120409.450000,31575.061386
Net obligation for NSE Equity F&O,2020-11-18,NSE-F&O - Z,Book Voucher,0.000000,25476.081519,57051.142905
Span margin blocked for NSE F&O,2020-11-18,NSE-F&O - Z,Delivery Voucher,856997.000000,0.000000,-799945.857095
Exposure margin blocked for NSE F&O,2020-11-18,NSE-F&O - Z,Delivery Voucher,185396.230000,0.000000,-985342.087095
Net settlement  for  NSE-Equity with settlement number: 2020223,2020-11-18,NSE-EQ - Z,Book Voucher,0.000000,191255.021035,-794087.066060
Charges for sale of COALINDIA on 2020-11-18,2020-11-18,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-794102.996060
Span margin reversed for NSE F&O,2020-11-19,NSE-F&O - Z,Delivery Voucher,0.000000,856997.000000,62894.003940
Exposure margin reversed for NSE F&O,2020-11-19,NSE-F&O - Z,Delivery Voucher,0.000000,185396.230000,248290.233940
Net obligation for NSE Equity F&O,2020-11-19,NSE-F&O - Z,Book Voucher,0.000000,34789.136845,283079.370785
Span margin blocked for NSE F&O,2020-11-19,NSE-F&O - Z,Delivery Voucher,742530.000000,0.000000,-459450.629215
Exposure margin blocked for NSE F&O,2020-11-19,NSE-F&O - Z,Delivery Voucher,150367.700000,0.000000,-609818.329215
Span margin reversed for NSE F&O,2020-11-20,NSE-F&O - Z,Delivery Voucher,0.000000,742530.000000,132711.670785
Exposure margin reversed for NSE F&O,2020-11-20,NSE-F&O - Z,Delivery Voucher,0.000000,150367.700000,283079.370785
Net obligation for NSE Equity F&O,2020-11-20,NSE-F&O - Z,Book Voucher,0.000000,40943.494031,324022.864816
Span margin blocked for NSE F&O,2020-11-20,NSE-F&O - Z,Delivery Voucher,828988.250000,0.000000,-504965.385184
Exposure margin blocked for NSE F&O,2020-11-20,NSE-F&O - Z,Delivery Voucher,176898.930000,0.000000,-681864.315184
Being pledge charges for SGBOCT27VI,2020-11-20,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-681899.715184
Being pledge charges for SGBJAN27,2020-11-20,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-681935.115184
Payout of 50000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-11-20,2020-11-20,NSE-EQ - Z,Bank Payments,50000.000000,0.000000,-731935.115184
Span margin reversed for NSE F&O,2020-11-23,NSE-F&O - Z,Delivery Voucher,0.000000,828988.250000,97053.134816
Exposure margin reversed for NSE F&O,2020-11-23,NSE-F&O - Z,Delivery Voucher,0.000000,176898.930000,273952.064816
Net obligation for NSE Equity F&O,2020-11-23,NSE-F&O - Z,Book Voucher,18240.000000,0.000000,255712.064816
Span margin blocked for NSE F&O,2020-11-23,NSE-F&O - Z,Delivery Voucher,868821.500000,0.000000,-613109.435184
Exposure margin blocked for NSE F&O,2020-11-23,NSE-F&O - Z,Delivery Voucher,175379.880000,0.000000,-788489.315184
Span margin reversed for NSE F&O,2020-11-24,NSE-F&O - Z,Delivery Voucher,0.000000,868821.500000,80332.184816
Exposure margin reversed for NSE F&O,2020-11-24,NSE-F&O - Z,Delivery Voucher,0.000000,175379.880000,255712.064816
Net obligation for NSE Equity F&O,2020-11-24,NSE-F&O - Z,Book Voucher,63430.418982,0.000000,192281.645834
Span margin blocked for NSE F&O,2020-11-24,NSE-F&O - Z,Delivery Voucher,637441.000000,0.000000,-445159.354166
Exposure margin blocked for NSE F&O,2020-11-24,NSE-F&O - Z,Delivery Voucher,153459.950000,0.000000,-598619.304166
DP Charges for sale of RECLTD on 2020-11-24,2020-11-24,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-598635.234166
Net settlement  for  NSE-Equity with settlement number: 2020227,2020-11-24,NSE-EQ - Z,Book Voucher,0.000000,699379.319810,100744.085644
Net settlement  for  NSE-Equity with settlement number: 2020228,2020-11-25,NSE-EQ - Z,Book Voucher,80575.687032,0.000000,20168.398612
Charges for sale of TCS on 2020-11-25,2020-11-25,NSE-EQ - Z,Journal Entry,15.930000,0.000000,20152.468612
Span margin reversed for NSE F&O,2020-11-25,NSE-F&O - Z,Delivery Voucher,0.000000,637441.000000,657593.468612
Exposure margin reversed for NSE F&O,2020-11-25,NSE-F&O - Z,Delivery Voucher,0.000000,153459.950000,811053.418612
Net obligation for NSE Equity F&O,2020-11-25,NSE-F&O - Z,Book Voucher,0.000000,331.494738,811384.913350
Span margin blocked for NSE F&O,2020-11-25,NSE-F&O - Z,Delivery Voucher,789489.500000,0.000000,21895.413350
Exposure margin blocked for NSE F&O,2020-11-25,NSE-F&O - Z,Delivery Voucher,154046.290000,0.000000,-132150.876650
ASM margin blocked NSE F&O positions held,2020-11-25,NSE-F&O - Z,Delivery Voucher,1122381.068000,0.000000,-1254531.944650
ASM margin reversed for NSE F&O positions held,2020-11-26,NSE-F&O - Z,Delivery Voucher,0.000000,1122381.068000,-132150.876650
Span margin reversed for NSE F&O,2020-11-26,NSE-F&O - Z,Delivery Voucher,0.000000,789489.500000,657338.623350
Exposure margin reversed for NSE F&O,2020-11-26,NSE-F&O - Z,Delivery Voucher,0.000000,154046.290000,811384.913350
Net obligation for NSE Equity F&O,2020-11-26,NSE-F&O - Z,Book Voucher,55291.084842,0.000000,756093.828508
Span margin blocked for NSE F&O,2020-11-26,NSE-F&O - Z,Delivery Voucher,103267.000000,0.000000,652826.828508
Exposure margin blocked for NSE F&O,2020-11-26,NSE-F&O - Z,Delivery Voucher,16193.980000,0.000000,636632.848508
Span margin reversed for NSE F&O,2020-11-27,NSE-F&O - Z,Delivery Voucher,0.000000,103267.000000,739899.848508
Exposure margin reversed for NSE F&O,2020-11-27,NSE-F&O - Z,Delivery Voucher,0.000000,16193.980000,756093.828508
Net obligation for NSE Equity F&O,2020-11-27,NSE-F&O - Z,Book Voucher,27050.549416,0.000000,729043.279092
Payout of 720000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-12-01,2020-12-01,NSE-EQ - Z,Bank Payments,720000.000000,0.000000,9043.279092
Payout of 9000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-12-03,2020-12-03,NSE-EQ - Z,Bank Payments,9000.000000,0.000000,43.279092
Delayed payment charges for November - 2020,2020-12-04,NSE-EQ - Z,Journal Entry,6.030000,0.000000,37.249092
MF Redemption for ZH5597 STT-NO: 2021170,2020-12-08,STARMF - Z,Book Voucher,0.000000,402463.700000,402500.949092
Net obligation for NSE Equity F&O,2020-12-08,NSE-F&O - Z,Book Voucher,0.000000,18134.438130,420635.387222
Span margin blocked for NSE F&O,2020-12-08,NSE-F&O - Z,Delivery Voucher,502382.000000,0.000000,-81746.612778
Exposure margin blocked for NSE F&O,2020-12-08,NSE-F&O - Z,Delivery Voucher,79876.130000,0.000000,-161622.742778
Net settlement  for  NSE-Equity with settlement number: 2020236,2020-12-08,NSE-EQ - Z,Book Voucher,0.000000,151391.415553,-10231.327225
DP Charges for sale of NTPC on 2020-12-08,2020-12-08,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-10247.257225
Payout of 360000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-12-08,2020-12-08,NSE-EQ - Z,Bank Payments,360000.000000,0.000000,-370247.257225
Span margin reversed for NSE F&O,2020-12-09,NSE-F&O - Z,Delivery Voucher,0.000000,502382.000000,132134.742775
Exposure margin reversed for NSE F&O,2020-12-09,NSE-F&O - Z,Delivery Voucher,0.000000,79876.130000,212010.872775
Span margin blocked for NSE F&O,2020-12-09,NSE-F&O - Z,Delivery Voucher,478472.000000,0.000000,-266461.127225
Exposure margin blocked for NSE F&O,2020-12-09,NSE-F&O - Z,Delivery Voucher,81493.650000,0.000000,-347954.777225
Payout of 40000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-12-09,2020-12-09,NSE-EQ - Z,Bank Payments,40000.000000,0.000000,-387954.777225
Span margin reversed for NSE F&O,2020-12-10,NSE-F&O - Z,Delivery Voucher,0.000000,478472.000000,90517.222775
Exposure margin reversed for NSE F&O,2020-12-10,NSE-F&O - Z,Delivery Voucher,0.000000,81493.650000,172010.872775
Span margin blocked for NSE F&O,2020-12-10,NSE-F&O - Z,Delivery Voucher,490692.000000,0.000000,-318681.127225
Exposure margin blocked for NSE F&O,2020-12-10,NSE-F&O - Z,Delivery Voucher,80711.930000,0.000000,-399393.057225
Net settlement  for  NSE-Equity with settlement number: 2020238,2020-12-10,NSE-EQ - Z,Book Voucher,95023.703330,0.000000,-494416.760555
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 34606671860,2020-12-11,NSE-EQ - Z,Bank Receipts,0.000000,199999.000000,-294417.760555
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 34607671871,2020-12-11,NSE-EQ - Z,Bank Receipts,0.000000,170000.000000,-124417.760555
Span margin reversed for NSE F&O,2020-12-11,NSE-F&O - Z,Delivery Voucher,0.000000,490692.000000,366274.239445
Exposure margin reversed for NSE F&O,2020-12-11,NSE-F&O - Z,Delivery Voucher,0.000000,80711.930000,446986.169445
Span margin blocked for NSE F&O,2020-12-11,NSE-F&O - Z,Delivery Voucher,457873.000000,0.000000,-10886.830555
Exposure margin blocked for NSE F&O,2020-12-11,NSE-F&O - Z,Delivery Voucher,83286.350000,0.000000,-94173.180555
Span margin reversed for NSE F&O,2020-12-14,NSE-F&O - Z,Delivery Voucher,0.000000,457873.000000,363699.819445
Exposure margin reversed for NSE F&O,2020-12-14,NSE-F&O - Z,Delivery Voucher,0.000000,83286.350000,446986.169445
Net obligation for NSE Equity F&O,2020-12-14,NSE-F&O - Z,Book Voucher,0.000000,14605.752121,461591.921566
Span margin blocked for NSE F&O,2020-12-14,NSE-F&O - Z,Delivery Voucher,597293.500000,0.000000,-135701.578434
Exposure margin blocked for NSE F&O,2020-12-14,NSE-F&O - Z,Delivery Voucher,120636.480000,0.000000,-256338.058434
Net settlement  for  NSE-Equity with settlement number: 2020240,2020-12-14,NSE-EQ - Z,Book Voucher,104574.069685,0.000000,-360912.128119
Span margin reversed for NSE F&O,2020-12-15,NSE-F&O - Z,Delivery Voucher,0.000000,597293.500000,236381.371881
Exposure margin reversed for NSE F&O,2020-12-15,NSE-F&O - Z,Delivery Voucher,0.000000,120636.480000,357017.851881
Span margin blocked for NSE F&O,2020-12-15,NSE-F&O - Z,Delivery Voucher,588265.500000,0.000000,-231247.648119
Exposure margin blocked for NSE F&O,2020-12-15,NSE-F&O - Z,Delivery Voucher,120153.660000,0.000000,-351401.308119
Being pledge charges for SGBMAR28X,2020-12-15,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-351436.708119
Payout of 300000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-12-15,2020-12-15,NSE-EQ - Z,Bank Payments,300000.000000,0.000000,-651436.708119
Buyback Order Placement charge for NTPC LIMITED,2020-12-16,BSE-EQ - Z,Journal Entry,23.600000,0.000000,-651460.308119
Span margin reversed for NSE F&O,2020-12-16,NSE-F&O - Z,Delivery Voucher,0.000000,588265.500000,-63194.808119
Exposure margin reversed for NSE F&O,2020-12-16,NSE-F&O - Z,Delivery Voucher,0.000000,120153.660000,56958.851881
Net obligation for NSE Equity F&O,2020-12-16,NSE-F&O - Z,Book Voucher,0.000000,10215.347371,67174.199252
Span margin blocked for NSE F&O,2020-12-16,NSE-F&O - Z,Delivery Voucher,729925.500000,0.000000,-662751.300748
Exposure margin blocked for NSE F&O,2020-12-16,NSE-F&O - Z,Delivery Voucher,139694.370000,0.000000,-802445.670748
Payout of 56000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2020-12-16,2020-12-16,NSE-EQ - Z,Bank Payments,56000.000000,0.000000,-858445.670748
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 35211632511,2020-12-17,NSE-EQ - Z,Bank Receipts,0.000000,200000.000000,-658445.670748
Funds added using NEFT/IMPS/RTGS ZH5597 with reference number 35211632628,2020-12-17,NSE-EQ - Z,Bank Receipts,0.000000,200000.000000,-458445.670748
